ubicacion_sonda,fecha_medicion,intensidad_promedio,maximo_permitido,porcentaje_promedio,latitud,longitud
Bogota_AEROCIVIL,2020-09-28,7.012958333333333,28,25.04625,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-29,7.0215000000000005,28,25.076625,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-30,7.124833333333333,28,25.44591666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-01,7.04225,28,25.150791666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-02,6.895625,28,24.627458333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-03,6.917,28,24.703333333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-04,6.886875,28,24.595833333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-05,6.920249999999999,28,24.715,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-06,6.985041666666667,28,24.946875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-07,7.041541666666666,28,25.14825,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-08,6.946875,28,24.810333333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-09,6.97425,28,24.907791666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-10,7.011708333333333,28,25.041375000000002,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-11,6.937791666666667,28,24.777708333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-12,6.978083333333333,28,24.921583333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-13,6.870916666666667,28,24.538999999999998,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-14,6.925916666666667,28,24.735333333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-15,6.917416666666667,28,24.705333333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-16,6.972916666666666,28,24.90325,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-17,7.046708333333333,28,25.166875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-18,6.996833333333333,28,24.988916666666668,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-19,6.9431666666666665,28,24.797041666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-20,6.891,28,24.610666666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-21,6.974458333333333,28,24.909125,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-22,7.139875,28,25.499791666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-23,7.103083333333333,28,25.367916666666666,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-24,7.160869565217391,28,25.574565217391303,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-25,7.014978723404255,28,25.053702127659573,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-26,7.040210970464135,28,25.143459915611814,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-27,6.951561181434599,28,24.826877637130803,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-28,6.981166666666667,28,24.932875000000003,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-29,6.901541666666666,28,24.648458333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-30,6.992875,28,24.974958333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-10-31,7.051958333333333,28,25.185583333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-01,7.019875,28,25.071,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-02,6.806666666666667,28,24.309666666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-03,6.988208333333334,28,24.957916666666666,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-04,7.019583333333333,28,25.069916666666664,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-05,7.022125,28,25.079166666666666,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-06,6.997791666666667,28,24.991750000000003,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-07,7.121708333333333,28,25.434625,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-08,6.805666666666666,28,24.306041666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-09,6.998708333333334,28,24.995375000000003,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-10,6.978,28,24.92125,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-11,6.976375,28,24.91575,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-12,7.0052916666666665,28,25.018583333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-13,6.96075,28,24.860083333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-14,6.974291666666667,28,24.908208333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-15,6.815250000000001,28,24.340083333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-16,6.902583333333333,28,24.651875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-17,7.07375,28,25.263125,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-18,6.960624999999999,28,24.859458333333336,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-19,6.948416666666666,28,24.815916666666666,4.69578,-74.139405
Bogota_AEROCIVIL,2020-11-20,6.887625,28,24.598833333333335,4.69578,-74.139405
